k reg psf1 psf5 psf25 
1256 1.061934 0.697005 0.760064 0.877821
1257 1.061798 0.692780 0.758867 0.875116
1258 1.060804 0.692377 0.758524 0.874562
1259 1.059849 0.692079 0.757979 0.873548
1260 1.059791 0.690744 0.757373 0.872532
1261 1.058336 0.687105 0.756687 0.872145
1262 1.057446 0.686668 0.754109 0.870625
1263 1.056950 0.684660 0.753557 0.870558
1264 1.056768 0.684228 0.752955 0.870206
1265 1.056450 0.682203 0.752267 0.869815
1266 1.056094 0.679215 0.750650 0.868385
1267 1.055929 0.678449 0.750349 0.866528
1268 1.055428 0.677274 0.747953 0.865167
1269 1.054378 0.676390 0.745753 0.863180
1270 1.053498 0.674570 0.744046 0.861042
1271 1.053206 0.674370 0.743624 0.860220
1272 1.052957 0.670250 0.737305 0.859952
1273 1.052805 0.669245 0.736797 0.858245
1274 1.052663 0.668075 0.734808 0.857372
1275 1.052639 0.665707 0.734095 0.855889
1276 1.051864 0.664679 0.732639 0.855460
1277 1.051112 0.661220 0.732156 0.854844
1278 1.050225 0.661058 0.729249 0.853576
1279 1.049614 0.657491 0.725720 0.851920
1280 1.049412 0.656415 0.724410 0.851742
1281 1.049340 0.656102 0.722130 0.850727
1282 1.049113 0.653517 0.721691 0.850508
1283 1.048637 0.653072 0.720571 0.850009
1284 1.047869 0.651161 0.719068 0.847526
1285 1.047117 0.646232 0.717567 0.846497
1286 1.047053 0.641967 0.717238 0.844995
1287 1.046870 0.638561 0.715094 0.843521
1288 1.046105 0.637916 0.713158 0.843082
1289 1.045581 0.637475 0.712632 0.842208
1290 1.045090 0.636832 0.711178 0.841412
1291 1.045079 0.631345 0.708200 0.839469
1292 1.044292 0.631002 0.706569 0.837907
1293 1.043167 0.625889 0.705741 0.837224
1294 1.042966 0.623614 0.702888 0.835153
1295 1.042793 0.619671 0.701204 0.833313
1296 1.042619 0.616655 0.700296 0.832795
1297 1.042479 0.615206 0.698478 0.830457
1298 1.041489 0.613785 0.694788 0.827856
1299 1.041459 0.609031 0.694221 0.827030
1300 1.041436 0.607089 0.688790 0.825099
1301 1.040707 0.605646 0.688293 0.821091
1302 1.040549 0.604777 0.687211 0.820369
1303 1.039465 0.604639 0.685825 0.816459
1304 1.039190 0.604240 0.679773 0.816313
1305 1.038716 0.599631 0.677217 0.814375
1306 1.037649 0.598235 0.675900 0.814125
1307 1.036746 0.593182 0.673341 0.813481
1308 1.036370 0.590034 0.672080 0.811474
1309 1.036252 0.583704 0.670334 0.811093
1310 1.036031 0.582713 0.669185 0.807549
1311 1.035355 0.581650 0.668789 0.801624
1312 1.035243 0.581058 0.661102 0.801297
1313 1.035199 0.579935 0.660371 0.799177
1314 1.034001 0.578101 0.659695 0.798898
1315 1.033550 0.576234 0.659631 0.796339
1316 1.033506 0.575011 0.654501 0.796140
1317 1.033431 0.570064 0.652598 0.796105
1318 1.033059 0.566854 0.651213 0.794923
1319 1.032948 0.562545 0.645972 0.793838
1320 1.032445 0.556415 0.645237 0.793335
1321 1.031188 0.555076 0.644057 0.789861
1322 1.031060 0.554085 0.642499 0.788025
1323 1.030546 0.553311 0.638697 0.784720
1324 1.030353 0.552551 0.634669 0.783046
1325 1.030021 0.550496 0.633928 0.779687
1326 1.029022 0.549876 0.629452 0.779105
1327 1.028945 0.547064 0.626873 0.777961
1328 1.028871 0.546972 0.624428 0.774231
1329 1.028616 0.544765 0.624279 0.773897
1330 1.028451 0.541406 0.619607 0.771287
1331 1.028279 0.534964 0.618250 0.769918
1332 1.028272 0.530111 0.617993 0.768251
1333 1.028138 0.527377 0.612029 0.766694
1334 1.027240 0.522920 0.610747 0.762376
1335 1.026972 0.521186 0.607928 0.757835
1336 1.026896 0.519399 0.607439 0.754829
1337 1.026627 0.514662 0.606066 0.744615
1338 1.026546 0.511986 0.603133 0.743588
1339 1.025761 0.507696 0.602745 0.742286
1340 1.025439 0.506846 0.597266 0.741468
1341 1.024872 0.505321 0.596575 0.740188
1342 1.024834 0.500561 0.594107 0.738022
1343 1.023745 0.500484 0.594045 0.735728
1344 1.022847 0.491903 0.585637 0.735052
1345 1.022741 0.490876 0.579755 0.733012
1346 1.021724 0.488763 0.576610 0.726638
1347 1.021015 0.488694 0.576397 0.722972
1348 1.020823 0.487373 0.570821 0.722705
1349 1.020352 0.482816 0.567483 0.720946
1350 1.019365 0.478975 0.566734 0.718307
1351 1.019140 0.478369 0.563410 0.715916
1352 1.019017 0.477493 0.562786 0.712693
1353 1.018466 0.476798 0.561982 0.705664
1354 1.018242 0.472004 0.555568 0.703023
1355 1.017407 0.470419 0.549421 0.701244
1356 1.017366 0.467879 0.544943 0.700752
1357 1.016707 0.460321 0.543839 0.697099
1358 1.016268 0.459259 0.539687 0.694717
1359 1.015967 0.455901 0.538782 0.693155
1360 1.015686 0.449428 0.537950 0.692708
1361 1.015227 0.448611 0.535365 0.688739
1362 1.013826 0.448307 0.532802 0.684994
1363 1.013659 0.444793 0.530451 0.681926
1364 1.013428 0.440671 0.526377 0.680110
1365 1.013320 0.440387 0.523595 0.678649
1366 1.013162 0.440343 0.520387 0.676996
1367 1.012203 0.439480 0.513488 0.675587
1368 1.011975 0.437280 0.508824 0.670017
1369 1.011836 0.435008 0.500080 0.663529
1370 1.011694 0.433601 0.485768 0.654529
1371 1.011484 0.432117 0.480139 0.649502
1372 1.011436 0.421802 0.474419 0.649460
1373 1.011137 0.420331 0.471720 0.649079
1374 1.010841 0.418516 0.470901 0.648649
1375 1.010809 0.415889 0.465763 0.640741
1376 1.010603 0.415204 0.455902 0.640638
1377 1.009967 0.404862 0.449747 0.635712
1378 1.009942 0.401136 0.445793 0.633479
1379 1.009445 0.396072 0.433650 0.633197
1380 1.009209 0.391990 0.432259 0.628756
1381 1.008957 0.390220 0.431819 0.626735
1382 1.008651 0.385227 0.431727 0.624212
1383 1.008455 0.375658 0.426789 0.622568
1384 1.008426 0.375379 0.425574 0.622158
1385 1.008307 0.373325 0.424611 0.612628
1386 1.008184 0.364810 0.418525 0.583048
1387 1.007755 0.360742 0.409211 0.579982
1388 1.007145 0.358275 0.407938 0.579786
1389 1.006866 0.354209 0.401788 0.570713
1390 1.006792 0.350770 0.400641 0.564444
1391 1.006478 0.350087 0.397894 0.561535
1392 1.005972 0.346870 0.391882 0.561417
1393 1.005803 0.343841 0.389163 0.551568
1394 1.005786 0.343422 0.388501 0.550190
1395 1.005416 0.341937 0.379780 0.543123
1396 1.005026 0.337966 0.376821 0.539547
1397 1.004364 0.336067 0.373531 0.533369
1398 1.004290 0.329170 0.365740 0.533237
1399 1.004103 0.325976 0.350776 0.519956
1400 1.003892 0.315735 0.343512 0.518055
1401 1.003329 0.307214 0.343054 0.499668
1402 1.002946 0.306151 0.336763 0.497233
1403 1.002879 0.289918 0.326823 0.490605
1404 1.002426 0.282087 0.318548 0.486736
1405 1.002180 0.270537 0.318248 0.475105
1406 1.002018 0.268482 0.317168 0.465007
1407 1.001801 0.265513 0.316753 0.458346
1408 1.001484 0.245684 0.308679 0.452342
1409 1.001468 0.244424 0.296438 0.416286
1410 1.001330 0.242678 0.296131 0.392687
1411 1.001277 0.234148 0.268611 0.389526
1412 1.000951 0.231229 0.258196 0.386771
1413 1.000820 0.224417 0.230240 0.382667
1414 1.000603 0.215661 0.225275 0.341087
1415 1.000487 0.204798 0.224404 0.248725
